weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_labor_power,policy_health_insur,policy_free_trade,policy_trans_athletes,policy_abortion,policy_defund_police,policy_gun_rights,policy_marijuana_legal,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey
1.1308117664,Independent assigned Democrat,30.0,30.0,Yes,Equally likely to refuse or accept,Likely,Very important,Extremely proud,Neither agree nor disagree,,Strongly disagree,20,Strongly disagree,50,Strongly disagree,50,Strongly disagree,70,Strongly disagree,49.0,Strongly oppose,,,,,,10.0,2.0,3.,6.,,7. Have individuals and private insurance pay medical expenses,4. Middle of the road; see the pros and cons of both sides,,,,5.,,1950,Male,White,No,I can not speak Spanish,Post-grad,Married,Retired,"$80,000 - $99,999",No,Independent,Independent,Donald Trump,Donald Trump,Colorado,Small town,Yes,Conservative,Most of the time,Protestant,Once a week,Yes,Very important,Once a week,2024-01-12 18:41:21,2024-01-12 18:54:58,1,2024,3,70
1.5195635604,,55.0,81.0,Yes,Equally likely to refuse or accept,Likely,Very important,Very proud,Strongly agree,Neither,Strongly disagree,12,Neither agree nor disagree,3,Neither agree nor disagree,89,Disagree,8,Strongly disagree,15.0,Oppose,,,,,,11.0,5.0,3.,6.,,6.,5.,,,,4. Middle of the road; see the pros and cons of both sides,,1955,Male,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$40,000 - $49,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Kentucky,Rural area,Yes,Conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Once a day,2024-01-12 18:42:45,2024-01-12 18:56:16,1,2024,3,70
0.8701582120,,80.0,10.0,Yes,Likely to refuse,Unlikely,Very important,Very proud,Agree,,Strongly disagree,60,Neither agree nor disagree,60,Agree,90,Disagree,70,Strongly disagree,30.0,Oppose,,,,,,30.0,10.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,3.,4. Middle of the road; see the pros and cons of both sides,,,,2.,,1961,Male,Asian,No,I can not speak Spanish,Post-grad,Married,Retired,"$80,000 - $99,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Massachusetts,Suburban area,Yes,Liberal,Most of the time,Roman Catholic,Once a week,No,Somewhat important,A few times a week,2024-01-12 18:43:02,2024-01-12 18:56:18,1,2024,3,70
0.5103140405,,56.0,33.0,No,Likely to accept,Extremely unlikely,Very important,Moderately proud,Disagree,,Strongly disagree,52,Strongly disagree,53,Strongly disagree,60,Strongly disagree,4,Strongly disagree,49.0,Oppose,,,,,,45.0,15.0,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,,3.,3.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1973,Male,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$70,000 - $79,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Ohio,Rural area,Yes,Very liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2024-01-12 18:40:36,2024-01-12 18:56:36,1,2024,3,70
0.7240556055,,80.0,0.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Only a little proud,Agree,,Disagree,30,Disagree,30,Neither agree nor disagree,30,Disagree,31,Disagree,30.0,Neither support nor oppose,,,,,,14.0,3.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1963,Male,White,No,I can not speak Spanish,High school graduate,Married,Full-time,"$120,000 - $149,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New Jersey,Suburban area,Yes,Very liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2024-01-12 18:39:28,2024-01-12 18:56:47,1,2024,3,70
0.9452047199,,91.0,0.0,No,Likely to accept,Unlikely,Very important,Very proud,Agree,,Strongly disagree,94,Strongly disagree,86,Neither agree nor disagree,84,Agree,100,Strongly disagree,92.0,Strongly support,Strongly support,Strongly oppose,,,,79.0,83.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,5.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1984,Male,Other,Yes,I speak English primarily but can speak Spanish,4-year,Married,Full-time,"$120,000 - $149,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Wisconsin,Big city,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-01-12 18:40:50,2024-01-12 18:57:00,1,2024,3,70
0.5522649806,Independent assigned Democrat,5.0,28.0,Yes,Extremely likely to accept,Unlikely,Very important,Very proud,Strongly disagree,,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1,Strongly disagree,1.0,Oppose,,,,,,17.0,1.0,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,,5.,6.,,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1970,Female,White,No,I can not speak Spanish,2-year,Married,Part-time,"$40,000 - $49,999",No,Independent,Independent,Other,Other,Connecticut,Smaller city,Yes,Moderate,Most of the time,Roman Catholic,Never,No,Not too important,Once a week,2024-01-12 18:38:38,2024-01-12 18:57:43,1,2024,3,70
0.8691925328,,95.0,50.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Very proud,Agree,,Disagree,50,Disagree,61,Neither agree nor disagree,69,Disagree,30,Disagree,70.0,Oppose,,,,,,31.0,31.0,5.,3.,,3.,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1960,Female,White,No,I can not speak Spanish,Post-grad,Married,Retired,"$150,000 - $199,999",No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Pennsylvania,Small town,Yes,Moderate,Most of the time,Protestant,Once or twice a month,No,Somewhat important,A few times a week,2024-01-12 18:39:49,2024-01-12 18:57:43,1,2024,3,70
1.0571256227,,59.0,3.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Moderately proud,Neither agree nor disagree,,Disagree,67,Strongly disagree,78,Neither agree nor disagree,69,Strongly disagree,70,Disagree,74.0,Neither support nor oppose,,,,,,62.0,76.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,6.,,,,4. Middle of the road; see the pros and cons of both sides,,1983,Female,Black,No,I can not speak Spanish,4-year,Never married,Unemployed,"$20,000 - $29,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Illinois,Big city,Yes,Liberal,Only now and then,Nothing in particular,Never,No,Not too important,Seldom,2024-01-12 18:41:29,2024-01-12 18:57:47,1,2024,3,70
0.6488456841,,72.0,37.0,Yes,Likely to refuse,Likely,Very important,Moderately proud,Strongly agree,,Strongly agree,53,Strongly agree,37,Agree,39,Agree,39,Agree,50.0,Strongly support,Support,Strongly support,Support,Support,Strongly support,56.0,67.0,5.,7. Increase U.S. production of natural gas and coal,,5.,6.,,,,6.,,1984,Female,White,No,I can not speak Spanish,Post-grad,Domestic / civil partnership,Full-time,"$50,000 - $59,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Big city,Yes,Liberal,Some of the time,Nothing in particular,Once a week,No,Somewhat important,A few times a week,2024-01-12 18:42:44,2024-01-12 18:57:50,1,2024,3,70
0.8280174632,,70.0,12.0,No,Likely to accept,Unlikely,Very important,Extremely proud,Neither agree nor disagree,,Disagree,65,Disagree,73,Agree,55,Disagree,59,Disagree,77.0,Neither support nor oppose,,,,,,56.0,64.0,3.,4. Middle of the road; see the pros and cons of both sides,,2.,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1955,Female,White,No,I can not speak Spanish,High school graduate,Married,Homemaker,"$200,000 - $249,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Florida,Smaller city,Yes,Moderate,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,2024-01-12 18:40:51,2024-01-12 18:58:21,1,2024,3,70
0.8113148267,,35.0,40.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Extremely proud,Disagree,Never Trumper,Strongly disagree,6,Strongly disagree,5,Strongly disagree,13,Neither agree nor disagree,41,Agree,6.0,Strongly oppose,,,,,,25.0,7.0,1. Tax richer people at a higher rate,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,3.,,,,2.,,1956,Female,White,No,I can not speak Spanish,Post-grad,Married,Retired,"$120,000 - $149,999",No,Independent,Lean Republican,Donald Trump,Did not vote for President,Florida,Suburban area,Yes,Moderate,Most of the time,Something else,Seldom,Yes,Very important,Several times a day,2024-01-12 18:41:11,2024-01-12 18:58:26,1,2024,3,70
0.8918367683,,94.0,40.0,No,Likely to accept,Unlikely,Very important,Moderately proud,Neither agree nor disagree,,Disagree,70,Disagree,91,Neither agree nor disagree,89,Strongly disagree,70,Strongly disagree,91.0,Neither support nor oppose,,,,,,42.0,20.0,1. Tax richer people at a higher rate,2.,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1963,Female,Black,No,I can not speak Spanish,4-year,Never married,Retired,"$60,000 - $69,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Illinois,Big city,Yes,Very liberal,Most of the time,Roman Catholic,Never,No,Somewhat important,Several times a day,2024-01-12 18:41:33,2024-01-12 18:58:40,1,2024,3,70
1.0009324449,,50.0,80.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Extremely proud,Agree,Neither,Strongly disagree,30,Disagree,60,Neither agree nor disagree,59,Strongly disagree,40,Disagree,40.0,Oppose,,,,,,40.0,20.0,6.,5.,,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,,,3.,,1962,Male,White,No,I can not speak Spanish,Some college,Married,Retired,"$40,000 - $49,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,South Carolina,Suburban area,Yes,Conservative,Some of the time,Agnostic,Never,No,Not at all important,Seldom,2024-01-12 18:39:23,2024-01-12 18:58:47,1,2024,3,70
0.6787755722,,6.0,25.0,Yes,Likely to accept,Extremely unlikely,Important,Moderately proud,Disagree,Neither,Disagree,79,Strongly disagree,19,Neither agree nor disagree,63,Strongly disagree,85,Neither agree nor disagree,24.0,Neither support nor oppose,,,,,,20.0,3.0,1. Tax richer people at a higher rate,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,2.,,,,4. Middle of the road; see the pros and cons of both sides,,1959,Male,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$40,000 - $49,999",No,Independent,Lean Republican,Did not vote for President,Did not vote for President,Florida,Suburban area,Yes,Conservative,Most of the time,Protestant,Never,Yes,Very important,Several times a day,2024-01-12 18:40:17,2024-01-12 18:58:53,1,2024,3,70
0.6017628609,,25.0,80.0,No,Equally likely to refuse or accept,Unlikely,Important,Very proud,Neither agree nor disagree,Neither,Disagree,40,Disagree,30,Neither agree nor disagree,70,Strongly disagree,30,Disagree,75.0,Neither support nor oppose,,,,,,25.0,5.0,7. Tax everyone at the same rate,3.,,5.,3.,,,,4. Middle of the road; see the pros and cons of both sides,,1980,Male,White,No,I can not speak Spanish,Post-grad,Divorced,Full-time,"$200,000 - $249,999",Yes,Republican,Strong Republican,Donald Trump,Donald Trump,Arizona,Rural area,Yes,Conservative,Only now and then,Nothing in particular,Never,No,Not at all important,Never,2024-01-12 18:42:12,2024-01-12 18:59:09,1,2024,3,70
1.4746148302,,94.0,17.0,No,Equally likely to refuse or accept,Likely,Neither important nor unimportant,Extremely proud,Agree,,Neither agree nor disagree,51,Agree,71,Neither agree nor disagree,52,Agree,53,Agree,51.0,Support,Oppose,,,,,47.0,52.0,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,,,4. Middle of the road; see the pros and cons of both sides,,2002,Male,White,No,I can not speak Spanish,High school graduate,Never married,Unemployed,Prefer not to say,No,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,Texas,Big city,No,Moderate,Hardly at all,Muslim,More than once a week,No,Very important,Several times a day,2024-01-12 18:43:03,2024-01-12 18:59:34,1,2024,3,70
0.4855643665,,100.0,51.0,Yes,Likely to refuse,Equally likely to or unlikely,Very important,Very proud,Agree,,Disagree,79,Disagree,50,Neither agree nor disagree,81,Strongly disagree,81,Disagree,79.0,Oppose,,,,,,70.0,50.0,6.,1. Decrease U.S. production of natural gas and coal,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1964,Female,White,No,I can not speak Spanish,4-year,Never married,Full-time,Prefer not to say,No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Louisiana,Small town,Yes,Liberal,Most of the time,Roman Catholic,Seldom,No,Very important,Several times a day,2024-01-12 18:41:30,2024-01-12 19:00:31,1,2024,3,70
0.9043587303,,3.0,86.0,No,Likely to accept,Unlikely,Important,Very proud,Disagree,Neither,Disagree,50,Disagree,50,Disagree,30,Disagree,40,Disagree,20.0,Neither support nor oppose,,,,,,70.0,10.0,2.,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,2.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1957,Female,White,No,I can not speak Spanish,Some college,Widowed,Retired,"$20,000 - $29,999",No,Republican,Not very strong Republican,Did not vote for President,Did not vote for President,Tennessee,Small town,No,Conservative,Some of the time,Protestant,Once a week,Yes,Very important,Once a day,2024-01-12 18:41:34,2024-01-12 19:00:35,1,2024,3,70
0.7300000000,Independent assigned Democrat,61.0,23.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Important,Very proud,Disagree,,Disagree,39,Disagree,69,Disagree,78,Disagree,9,Disagree,18.0,Oppose,,,,,,70.0,35.0,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,7. Allow free trade,,,,4. Middle of the road; see the pros and cons of both sides,,2002,Male,Black,No,,4-year,Domestic / civil partnership,Part-time,"$50,000 - $59,999",No,Independent,Independent,Did not vote for President,Did not vote for President,Florida,Smaller city,No,Conservative,Some of the time,Roman Catholic,Once or twice a month,No,Somewhat important,Once a day,2024-01-12 18:41:53,2024-01-12 19:00:35,1,2024,3,70
0.9777477404,,1.0,65.0,No,Equally likely to refuse or accept,Extremely unlikely,Very important,Very proud,Disagree,Neither,Disagree,79,Disagree,13,Agree,61,Disagree,90,Agree,100.0,Neither support nor oppose,,,,,,80.0,51.0,3.,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,3.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1942,Male,White,No,I can not speak Spanish,4-year,Married,Full-time,"$150,000 - $199,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,New Jersey,Suburban area,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not too important,Never,2024-01-12 18:42:49,2024-01-12 19:01:02,1,2024,3,70
0.5601690188,,7.0,89.0,No,Likely to accept,Unlikely,Very important,Very proud,Disagree,MAGA Republican,Agree,30,Disagree,93,Agree,94,Disagree,92,Agree,80.0,Support,Oppose,,,,,86.0,79.0,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,,7. Have individuals and private insurance pay medical expenses,2.,,,,4. Middle of the road; see the pros and cons of both sides,,1985,Male,Hispanic,Yes,I speak both Spanish and English equally,Post-grad,Married,Full-time,"$70,000 - $79,999",Yes,Republican,Strong Republican,Donald Trump,Donald Trump,Texas,Suburban area,Yes,Conservative,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2024-01-12 18:41:47,2024-01-12 19:03:21,1,2024,3,70
0.6055355283,,70.0,30.0,No,Likely to accept,Unlikely,Very important,Moderately proud,Neither agree nor disagree,,Neither agree nor disagree,70,Disagree,70,Neither agree nor disagree,70,Disagree,70,Disagree,70.0,Oppose,,,,,,60.0,50.0,4. Middle of the road; see the pros and cons of both sides,3.,,2.,3.,,,,3.,,1947,Male,White,No,I can not speak Spanish,Some college,Widowed,Retired,"$30,000 - $39,999",Yes,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Maine,Small town,Yes,Moderate,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,2024-01-12 18:42:28,2024-01-12 19:03:47,1,2024,3,70
1.1406991578,,9.0,90.0,No,Extremely likely to refuse,Equally likely to or unlikely,Very important,Very proud,Neither agree nor disagree,MAGA Republican,Strongly disagree,88,Strongly disagree,81,Neither agree nor disagree,93,Agree,95,Disagree,81.0,Oppose,,,,,,53.0,29.0,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,,7. Have individuals and private insurance pay medical expenses,4. Middle of the road; see the pros and cons of both sides,,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1951,Female,White,No,I can not speak Spanish,High school graduate,Married,Retired,"$40,000 - $49,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Arizona,Small town,Yes,Conservative,Most of the time,Protestant,Never,No,Not too important,Seldom,2024-01-12 18:41:54,2024-01-12 19:04:44,1,2024,3,70
0.7193039506,,91.0,7.0,Yes,Likely to accept,Extremely likely,Very important,Very proud,Agree,,Agree,6,Agree,7,Disagree,8,Agree,87,Agree,13.0,Support,Support,Strongly support,Support,Strongly support,Support,69.0,11.0,6.,6.,,6.,5.,,,,6.,,1989,Female,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$500,000 or more",Yes,Democrat,Not very strong Democrat,Did not vote for President,Joe Biden,Delaware,Suburban area,Yes,Moderate,Some of the time,Roman Catholic,Once or twice a month,Yes,Somewhat important,Once a week,2024-01-12 18:42:59,2024-01-12 19:04:54,1,2024,3,70
1.0203286008,,83.0,9.0,Yes,Extremely likely to refuse,Likely,Very important,Only a little proud,Strongly agree,,Strongly disagree,70,Strongly disagree,98,Agree,61,Strongly disagree,99,Strongly disagree,98.0,Oppose,,,,,,98.0,99.0,1. Tax richer people at a higher rate,5.,,2.,6.,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1943,Male,White,No,I can not speak Spanish,Post-grad,Widowed,Part-time,Prefer not to say,No,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Virginia,Rural area,Yes,Conservative,Most of the time,Nothing in particular,Seldom,No,Not at all important,Seldom,2024-01-12 18:42:25,2024-01-12 19:06:05,1,2024,3,70
